CountryName,OfficialName,Code,ISO3Code,UNCode,UNICEFCode,MDGRegion1,MDGRegion1excl,MDGRegion2,MDGRegion3,MDGRegion4,MDGRegion5,MDGRegion6,UNICEFProgRegion1,UNICEFProgRegion2,UNICEFProgRegion3,UNICEFProgRegion4,UNICEFProgRegion5,UNICEFProgRegion6,ECACountries,WHORegion1,WBRegion1,WBRegion2,WBRegion3,WBRegion4,WBRegion5,UNPDRegion1,UNPDRegion2,UNPDRegion3,UNPDRegion4,UNPDRegion5,OICRegion1,OICRegion2,OICRegion3,OICRegion4,Countdown.and.COIA.75.Priority.Countries,ECAAfrica,AURegion1,AURegion2,FragileCountries2013,FragileCountries2014,FragileCountries2015,FragileCountries2017,FragileCountries2018,FragileCountries2018OECD1,FragileCountries2018OECD2,FragileCountries2019,FCSCountries2020,USAIDcountry,M49Region1,M49Region2,M49Region3,SDGSimpleRegion1,SDGSimpleRegion2,SDGSimpleRegion3,SDGSimpleRegion4,SDGSimpleRegion5,SDGSimpleRegion6,SDGRegion1,SDGRegion2,SDGRegion3,SDGRegion4,SDGRegion5,SDGRegion6,SDGRegion7,HAC2020,HAC2019,GlobalStrategy,Conflict,UNICEFReportRegion1,UNICEFReportRegion2,Wealthdata1,Wealthdata2,Wealthdata3,WealthdataGlobal,Wealthall1,Wealthall2,Wealthall3,WealthallGlobal,UNRegion,AfricanEconomicCommunity,GAVICountries,SDGRCRegion1,SDGRCRegion2,SDGRCRegion3,SDGRCRegion4,SDGRCRegion5,SDGRCRegion6,SDGRCRegion7,SDGRCRegion8,SDGRCRegion9,SDGRCRegion10,SDGRCRegion11,SDGRCRegion12,SDGRCRegion13,SDGRCRegion14,SDGRCRegion15,JHURegion,SPhumanitarian,JHUFragile2021,LiST_UNICEFProgramm,LiST_UNICEFReport,LiST_all,ListSBRESCAP,ListSBR,EAPRORegion1,EAPRORegion2,EAPRORegion3,EAPRORegion4,EAPRORegion5,EAPRORegion6,EAPRORegion7,EAPRORegion8,EAPRORegion9
Botswana,Botswana,15,BWA,72,BTW,Sub-Saharan Africa,Sub-Saharan Africa,Developing regions,South Africa,,,LLDC,Eastern and Southern Africa,Sub-Saharan Africa,Africa,Developing countries,,,,Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Middle income,Upper middle income,Low and middle income,Africa,Sub-Saharan Africa,Less developed regions,Excluding least developed countries,Excluding China,,,,,Countdown,Southern Africa,Africa,Southern Africa,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,,Non-fragile,non-FCS,,Africa,Southern Africa,,Sub-Saharan Africa,,,Landlocked developing countries (LLDCs),,,Sub-Saharan Africa (M49),Sub-Saharan Africa (M49),Southern Africa (M49),Sub-Saharan Africa (MDG),,Landlocked developing countries (LLDCs),Developing regions (MDG),,,,Non conflict,Sub-Saharan Africa,Eastern and Southern Africa,,,,,Sub-Saharan Africa,Eastern and Southern Africa,Upper middle income,Low and middle income,African Group,,,ECA_Southern Africa,ECA_All countries,,,,,,,,,,,ESCAP_Africa (AFR),,,Eastern and Southern Africa,Non-humanitarian,,Eastern and Southern Africa,Eastern and Southern Africa,LiST,,LiSTSBR,,,,,,,,,
Brazil,Brazil,110,BRA,76,BRZ,Latin America and the Caribbean,Latin America and the Caribbean,Developing regions,,,Latin America,,Latin America and the Caribbean,Latin America and the Caribbean,,Developing countries,,,,Americas,Latin America and the Caribbean,Latin America and the Caribbean (excluding high-income),Middle income,Upper middle income,Low and middle income,Latin America and the Caribbean,,Less developed regions,Excluding least developed countries,Excluding China,,,,,,,,,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,,Non-fragile,non-FCS,,Americas,Latin America and the Caribbean,South America,Latin America and the Caribbean,,,,,,Latin America and the Caribbean (MDG=M49),Latin America and the Caribbean (MDG=M49),South America (M49),Latin America and the Caribbean (MDG=M49),,,Developing regions (MDG),,,,Non conflict,Latin America and Caribbean,,Latin America and Caribbean,,Upper middle income,Low and middle income,Latin America and Caribbean,,Upper middle income,Low and middle income,Latin American and Caribbean Group (GRULAC),,,,ECLAC_All countries,,,ECLAC_Latin America,,,,,,,,ESCAP_Latin America (LAC),,,Latin America and Caribbean,Non-humanitarian,,Latin America and the Caribbean,Latin America and Caribbean,LiST,,LiSTSBR,,,,,,,,,
Brunei,Brunei Darussalam,92,BRN,96,BRI,South-eastern Asia,South-eastern Asia,Developing regions,,,,,East Asia and Pacific,East Asia and Pacific,Asia,Developing countries,,,,Western Pacific,East Asia and Pacific,,High income,High income,,Asia,,Less developed regions,Excluding least developed countries,Excluding China,OIC,Asia/other,OIC High income: nonOECD,OIC High income,,,,,,,,,,Non-fragile,,,non-FCS,,Asia,South-Eastern Asia,,Eastern Asia and South-eastern Asia,South-eastern Asia,,,South Eastern Asia and Oceania (excl. Australia and New Zealand),,Eastern Asia (M49) and South-eastern Asia (MDG=M49),Asia (M49),South-eastern Asia (MDG=M49),South-eastern Asia (MDG=M49),,,Developing regions (MDG),,,,Non conflict,East Asia and Pacific,,,,,,,,,,Asia-Pacific Group,,,,,,,,,ESCAP_ASEAN (ASEAN),,,,,ESCAP_South-East Asia (SEA),ESCAP_All countries,,,High Income Countries,Non-humanitarian,,,,,,,EAPR Program Countries,EAPR Program Countries (excluding China),,,EAPR Countries,EAPR Countries (excluding China),,,ASEAN Countries
Bulgaria,Bulgaria,149,BGR,100,BUL,Developed regions,Developed regions,Developed regions,,,,,CEE/CIS,CEE/CIS,,,,,,Europe,Europe and Central Asia,Europe and Central Asia (excluding high-income),Middle income,Upper middle income,Low and middle income,Europe,,More developed regions,More developed regions,,,,,,,,,,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,,Non-fragile,non-FCS,,Europe,Eastern Europe,,Northern America and Europe,Europe,,,"North America, Europe, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Northern America (M49) and Europe (M49),Europe (M49),Eastern Europe (M49),Developed regions (MDG),,,Developed regions,HAC,HAC,,Non conflict,Europe and Central Asia,Eastern Europe and Central Asia,,,,,Europe and Central Asia,Eastern Europe and Central Asia,Upper middle income,Low and middle income,Eastern European Group,,,,ECE_All countries,ECE_European Union (EMU),,,,,,,,,,ESCAP_Europe (Europe),,,Eastern Europe and Central Asia,Non-humanitarian,,,,,,,,,,,,,,,
Burkina Faso,Burkina Faso,24,BFA,854,UPV,Sub-Saharan Africa,Sub-Saharan Africa,Developing regions,West Africa,Least developed countries,,LLDC,West and Central Africa,Sub-Saharan Africa,Africa,Developing countries,Least developed countries,,,Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Low income,Low income,Low and middle income,Africa,Sub-Saharan Africa,Less developed regions,Least developed countries,Excluding China,OIC,Africa,OIC Low income,,Countdown,West Africa,Africa,Western Africa,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Fragile,Fragile and Conflict-affected Situation,,Africa,Western Africa,,Sub-Saharan Africa,,Least developed countries (LDCs),Landlocked developing countries (LLDCs),,,Sub-Saharan Africa (M49),Sub-Saharan Africa (M49),Western Africa (M49),Sub-Saharan Africa (MDG),Least developed countries (LDCs),Landlocked developing countries (LLDCs),Developing regions (MDG),,,Global Strategy,Non conflict,Sub-Saharan Africa,West and Central Africa,Sub-Saharan Africa,West and Central Africa,Low income,Low and middle income,Sub-Saharan Africa,West and Central Africa,Low income,Low and middle income,African Group,Economic Community of West African States,GAVI,ECA_West Africa,ECA_All countries,,,,,,,,,,,ESCAP_Africa (AFR),,,West and Central Africa,Non-humanitarian,Fragile,West and Central Africa,West and Central Africa,LiST,,LiSTSBR,,,,,,,,,
Burundi,Burundi,2,BDI,108,BRD,Sub-Saharan Africa,Sub-Saharan Africa,Developing regions,Eastern Africa,Least developed countries,,LLDC,Eastern and Southern Africa,Sub-Saharan Africa,Africa,Developing countries,Least developed countries,,,Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Low income,Low income,Low and middle income,Africa,Sub-Saharan Africa,Less developed regions,Least developed countries,Excluding China,,,,,Countdown,Eastern Africa,Africa,Central Africa,Fragile,Fragile,Fragile,Fragile,Fragile,Fragile,Extremely Fragile,Fragile,Fragile and Conflict-affected Situation,,Africa,Eastern Africa,,Sub-Saharan Africa,,Least developed countries (LDCs),Landlocked developing countries (LLDCs),,,Sub-Saharan Africa (M49),Sub-Saharan Africa (M49),Eastern Africa (M49),Sub-Saharan Africa (MDG),Least developed countries (LDCs),Landlocked developing countries (LLDCs),Developing regions (MDG),,,Global Strategy,Non conflict,Sub-Saharan Africa,Eastern and Southern Africa,Sub-Saharan Africa,Eastern and Southern Africa,Low income,Low and middle income,Sub-Saharan Africa,Eastern and Southern Africa,Low income,Low and middle income,African Group,Economic Community of Central African States,GAVI,ECA_East Africa,ECA_All countries,,,,,,,,,,,ESCAP_Africa (AFR),,,Eastern and Southern Africa,Non-humanitarian,Fragile,Eastern and Southern Africa,Eastern and Southern Africa,LiST,,LiSTSBR,,,,,,,,,
Cambodia,Cambodia,85,KHM,116,KMP,South-eastern Asia,South-eastern Asia,Developing regions,,Least developed countries,,,East Asia and Pacific,East Asia and Pacific,Asia,Developing countries,Least developed countries,,,Western Pacific,East Asia and Pacific,East Asia and Pacific (excluding high-income),Middle income,Lower middle income,Low and middle income,Asia,,Less developed regions,Least developed countries,Excluding China,,,,,Countdown,,,,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,,Non-fragile,non-FCS,,Asia,South-Eastern Asia,,Eastern Asia and South-eastern Asia,South-eastern Asia,Least developed countries (LDCs),,South Eastern Asia and Oceania (excl. Australia and New Zealand),,Eastern Asia (M49) and South-eastern Asia (MDG=M49),Asia (M49),South-eastern Asia (MDG=M49),South-eastern Asia (MDG=M49),Least developed countries (LDCs),,Developing regions (MDG),,,Global Strategy,Non conflict,East Asia and Pacific,,East Asia and Pacific,,Lower middle income,Low and middle income,East Asia and Pacific,,Lower middle income,Low and middle income,Asia-Pacific Group,,GAVI,,,,,,ESCAP_ADB Group A (ADB_DMC_A),ESCAP_ASEAN (ASEAN),,,ESCAP_LDC (LDC_E),,ESCAP_South-East Asia (SEA),ESCAP_All countries,,,East Asia and the Pacific,Non-humanitarian,,East Asia and Pacific,East Asia and Pacific,LiST,LiSTSBR,LiSTSBR,EAPR Program Countries,EAPR Program Countries (excluding China),,,EAPR Countries,EAPR Countries (excluding China),,,ASEAN Countries
Cameroon,Cameroon,41,CMR,120,CAM,Sub-Saharan Africa,Sub-Saharan Africa,Developing regions,Central Africa,,,,West and Central Africa,Sub-Saharan Africa,Africa,Developing countries,,,,Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Middle income,Lower middle income,Low and middle income,Africa,Sub-Saharan Africa,Less developed regions,Excluding least developed countries,Excluding China,OIC,Africa,OIC Lower middle income,OIC Middle income,Countdown,Central Africa,Africa,Central Africa,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Fragile,Fragile and Conflict-affected Situation,,Africa,Middle Africa,,Sub-Saharan Africa,,,,,,Sub-Saharan Africa (M49),Sub-Saharan Africa (M49),Middle Africa (M49),Sub-Saharan Africa (MDG),,,Developing regions (MDG),HAC,,,Conflict,Sub-Saharan Africa,West and Central Africa,Sub-Saharan Africa,West and Central Africa,Lower middle income,Low and middle income,Sub-Saharan Africa,West and Central Africa,Lower middle income,Low and middle income,African Group,Economic Community of Central African States,GAVI,ECA_Central Africa,ECA_All countries,,,,,,,,,,,ESCAP_Africa (AFR),,,West and Central Africa,Non-humanitarian,Fragile,West and Central Africa,West and Central Africa,LiST,,LiSTSBR,,,,,,,,,
Canada,Canada,171,CAN,124,CAN,Developed regions,Developed regions,Developed regions,,,,,Industrialized countries,Industrialized countries,,,,,,Americas,North America,,High income,High income,,Northern America,,More developed regions,More developed regions,,,,,,,,,,,,,,,Non-fragile,,,non-FCS,,Americas,Northern America,,Northern America and Europe,Northern America,,,"North America, Europe, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Northern America (M49) and Europe (M49),Northern America (M49),Northern America (M49),Developed regions (MDG),,,Developed regions,,,,,North America,,,,,,,,,,Western European and Others Group (WEOG),,,,ECE_All countries,,,,,,,,,,,ESCAP_North America (NAM),,,High Income Countries,Non-humanitarian,,,,,,,,,,,,,,,
Cape Verde,Cabo Verde,25,CPV,132,CVR,Sub-Saharan Africa,Sub-Saharan Africa,Developing regions,West Africa,,,SIDS,West and Central Africa,Sub-Saharan Africa,Africa,Developing countries,,,,Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Middle income,Lower middle income,Low and middle income,Africa,Sub-Saharan Africa,Less developed regions,Excluding least developed countries,Excluding China,,,,,,West Africa,Africa,Western Africa,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,,Non-fragile,non-FCS,,Africa,Western Africa,,Sub-Saharan Africa,,,Small island developing States (SIDS),,,Sub-Saharan Africa (M49),Sub-Saharan Africa (M49),Western Africa (M49),Sub-Saharan Africa (MDG),,Small island developing States (SIDS),Developing regions (MDG),,,,Non conflict,Sub-Saharan Africa,West and Central Africa,,,,,Sub-Saharan Africa,West and Central Africa,Lower middle income,Low and middle income,African Group,Economic Community of West African States,,ECA_West Africa,ECA_All countries,,,,,,,,,,,ESCAP_Africa (AFR),,,West and Central Africa,Non-humanitarian,,West and Central Africa,West and Central Africa,LiST,,LiSTSBR,,,,,,,,,
Central African Republic,Central African Republic,26,CAF,140,CAR,Sub-Saharan Africa,Sub-Saharan Africa,Developing regions,Central Africa,Least developed countries,,LLDC,West and Central Africa,Sub-Saharan Africa,Africa,Developing countries,Least developed countries,,,Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Low income,Low income,Low and middle income,Africa,Sub-Saharan Africa,Less developed regions,Least developed countries,Excluding China,,,,,Countdown,Central Africa,Africa,Central Africa,Fragile,Fragile,Fragile,Fragile,Fragile,Fragile,Extremely Fragile,Fragile,Fragile and Conflict-affected Situation,,Africa,Middle Africa,,Sub-Saharan Africa,,Least developed countries (LDCs),Landlocked developing countries (LLDCs),,,Sub-Saharan Africa (M49),Sub-Saharan Africa (M49),Middle Africa (M49),Sub-Saharan Africa (MDG),Least developed countries (LDCs),Landlocked developing countries (LLDCs),Developing regions (MDG),HAC,,Global Strategy,Conflict,Sub-Saharan Africa,West and Central Africa,Sub-Saharan Africa,West and Central Africa,Low income,Low and middle income,Sub-Saharan Africa,West and Central Africa,Low income,Low and middle income,African Group,Economic Community of Central African States,GAVI,ECA_Central Africa,ECA_All countries,,,,,,,,,,,ESCAP_Africa (AFR),,,West and Central Africa,Non-humanitarian,Fragile,West and Central Africa,West and Central Africa,LiST,,LiSTSBR,,,,,,,,,
Chad,Chad,27,TCD,148,CHD,Sub-Saharan Africa,Sub-Saharan Africa,Developing regions,Central Africa,Least developed countries,,LLDC,West and Central Africa,Sub-Saharan Africa,Africa,Developing countries,Least developed countries,,,Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Low income,Low income,Low and middle income,Africa,Sub-Saharan Africa,Less developed regions,Least developed countries,Excluding China,OIC,Africa,OIC Low income,,Countdown,Central Africa,Africa,Central Africa,Fragile,Fragile,Fragile,Fragile,Fragile,Fragile,Extremely Fragile,Fragile,Fragile and Conflict-affected Situation,,Africa,Middle Africa,,Sub-Saharan Africa,,Least developed countries (LDCs),Landlocked developing countries (LLDCs),,,Sub-Saharan Africa (M49),Sub-Saharan Africa (M49),Middle Africa (M49),Sub-Saharan Africa (MDG),Least developed countries (LDCs),Landlocked developing countries (LLDCs),Developing regions (MDG),HAC,HAC,Global Strategy,Conflict,Sub-Saharan Africa,West and Central Africa,Sub-Saharan Africa,West and Central Africa,Low income,Low and middle income,Sub-Saharan Africa,West and Central Africa,Low income,Low and middle income,African Group,Economic Community of Central African States,GAVI,ECA_Central Africa,ECA_All countries,,,,,,,,,,,ESCAP_Africa (AFR),,,West and Central Africa,Non-humanitarian,Fragile,West and Central Africa,West and Central Africa,LiST,,LiSTSBR,,,,,,,,,
Chile,Chile,113,CHL,152,CLE,Latin America and the Caribbean,Latin America and the Caribbean,Developing regions,,,Latin America,,Latin America and the Caribbean,Latin America and the Caribbean,,Developing countries,,,,Americas,Latin America and the Caribbean,,High income,High income,,Latin America and the Caribbean,,Less developed regions,Excluding least developed countries,Excluding China,,,,,,,,,,,,,,Non-fragile,,,non-FCS,,Americas,Latin America and the Caribbean,South America,Latin America and the Caribbean,,,,,,Latin America and the Caribbean (MDG=M49),Latin America and the Caribbean (MDG=M49),South America (M49),Latin America and the Caribbean (MDG=M49),,,Developing regions (MDG),,,,Non conflict,Latin America and Caribbean,,,,,,,,,,Latin American and Caribbean Group (GRULAC),,,,ECLAC_All countries,,,ECLAC_Latin America,,,,,,,,ESCAP_Latin America (LAC),,,Latin America and Caribbean,Non-humanitarian,,,,,,,,,,,,,,,
China,China,93,CHN,156,CHN,Eastern Asia,,Developing regions,,,,,East Asia and Pacific,East Asia and Pacific,Asia,Developing countries,,,,Western Pacific,East Asia and Pacific,East Asia and Pacific (excluding high-income),Middle income,Upper middle income,Low and middle income,Asia,,Less developed regions,Excluding least developed countries,,,,,,,,,,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,,Non-fragile,non-FCS,,Asia,Eastern Asia,,Eastern Asia and South-eastern Asia,Eastern Asia,,,,,Eastern Asia (M49) and South-eastern Asia (MDG=M49),Asia (M49),Eastern Asia (M49),Eastern Asia (MDG),,,Developing regions (MDG),,,,Non conflict,East Asia and Pacific,,,,,,East Asia and Pacific,,Upper middle income,Low and middle income,Asia-Pacific Group,,,,,,,,ESCAP_ADB Group C (ADB_DMC_C),,,ESCAP_ENEA including Russian Fed (ENEA_RUS),,,ESCAP_East and North-East Asia (ENEA),ESCAP_All countries,,,East Asia and the Pacific,Non-humanitarian,,,,,,,EAPR Program Countries,,,,EAPR Countries,,,,
Colombia,Colombia,114,COL,170,COL,Latin America and the Caribbean,Latin America and the Caribbean,Developing regions,,,Latin America,,Latin America and the Caribbean,Latin America and the Caribbean,,Developing countries,,,,Americas,Latin America and the Caribbean,Latin America and the Caribbean (excluding high-income),Middle income,Upper middle income,Low and middle income,Latin America and the Caribbean,,Less developed regions,Excluding least developed countries,Excluding China,,,,,,,,,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,,Non-fragile,non-FCS,,Americas,Latin America and the Caribbean,South America,Latin America and the Caribbean,,,,,,Latin America and the Caribbean (MDG=M49),Latin America and the Caribbean (MDG=M49),South America (M49),Latin America and the Caribbean (MDG=M49),,,Developing regions (MDG),,,,Conflict,Latin America and Caribbean,,Latin America and Caribbean,,Upper middle income,Low and middle income,Latin America and Caribbean,,Upper middle income,Low and middle income,Latin American and Caribbean Group (GRULAC),,,,ECLAC_All countries,,,ECLAC_Latin America,,,,,,,,ESCAP_Latin America (LAC),,,Latin America and Caribbean,Non-humanitarian,,Latin America and the Caribbean,Latin America and Caribbean,LiST,,LiSTSBR,,,,,,,,,
